date,opponent,atBats,runs,hits,homeRuns,rbi,baseOnBalls,strikeOuts,avg,obp,slg,ops
2025-03-30,San Diego Padres,18,2,6,0,0,3,4,.333,.429,.500,.929
2025-04-05,Miami Marlins,20,3,7,1,0,3,6,.342,.435,.600,1.035
