date,opponent,atBats,runs,hits,homeRuns,rbi,baseOnBalls,strikeOuts,avg,obp,slg,ops
2025-03-29,Philadelphia Phillies,20,2,7,1,0,2,2,.350,.409,.600,1.009
2025-04-04,Arizona Diamondbacks,21,4,7,2,0,1,3,.341,.364,.714,1.078
