date,opponent,atBats,runs,hits,homeRuns,rbi,baseOnBalls,strikeOuts,avg,obp,slg,ops
2025-03-30,Baltimore Orioles,3,1,1,1,1,0,0,.333,.333,1.333,1.666
2025-04-02,Washington Nationals,4,0,2,0,0,0,0,.429,.429,.857,1.286
2025-04-06,New York Mets,4,1,1,0,0,0,2,.364,.364,.727,1.091
