date,opponent,atBats,runs,hits,homeRuns,rbi,baseOnBalls,strikeOuts,avg,obp,slg,ops
2025-03-30,Kansas City Royals,7,2,3,0,0,1,1,.429,.500,.571,1.071
2025-04-01,San Diego Padres,9,3,2,0,0,2,1,.313,.364,.222,.586
2025-04-05,Los Angeles Angels,7,0,0,0,0,0,2,.217,.000,.000,.000
