date,opponent,atBats,runs,hits,homeRuns,rbi,baseOnBalls,strikeOuts,avg,obp,slg,ops
2025-03-29,Texas Rangers,7,0,1,0,0,0,1,.143,.143,.286,.429
2025-04-03,Baltimore Orioles,2,0,0,0,0,0,0,.111,.000,.000,.000
2025-04-04,St. Louis Cardinals,5,1,2,0,0,0,1,.214,.400,.600,1.000
