date,opponent,atBats,runs,hits,homeRuns,rbi,baseOnBalls,strikeOuts,avg,obp,slg,ops
2025-03-29,Chicago Cubs,24,3,6,1,0,1,5,.250,.280,.458,.738
2025-04-04,Washington Nationals,23,4,6,3,0,0,4,.255,.261,.652,.913
