date,opponent,atBats,runs,hits,homeRuns,rbi,baseOnBalls,strikeOuts,avg,obp,slg,ops
2025-03-27,Los Angeles Angels,3,1,1,0,0,1,1,.333,.500,.333,.833
2025-03-29,Los Angeles Angels,0,0,0,0,0,0,0,.333,.500,.333,.833
2025-03-30,Los Angeles Angels,0,0,0,0,0,0,0,.333,.500,.333,.833
2025-03-31,Minnesota Twins,1,0,0,0,0,0,0,.250,.400,.250,.650
2025-04-01,Minnesota Twins,2,0,0,0,0,0,1,.167,.286,.167,.453
2025-04-02,Minnesota Twins,1,0,0,0,0,0,0,.143,.250,.143,.393
2025-04-04,Detroit Tigers,2,1,1,0,1,0,0,.222,.300,.333,.633
2025-04-05,Detroit Tigers,4,1,3,0,0,0,0,.385,.429,.538,.967
