date,opponent,atBats,runs,hits,homeRuns,rbi,baseOnBalls,strikeOuts,avg,obp,slg,ops
2025-03-29,Washington Nationals,20,2,5,1,0,2,11,.250,.318,.450,.768
2025-04-04,Los Angeles Dodgers,22,0,2,0,0,2,8,.167,.167,.136,.303
