date,opponent,atBats,runs,hits,homeRuns,rbi,baseOnBalls,strikeOuts,avg,obp,slg,ops
2025-03-28,Baltimore Orioles,0,0,0,0,0,1,0,.000,1.000,.000,1.000
2025-03-29,Baltimore Orioles,3,0,0,0,0,0,2,.000,.250,.000,.250
2025-03-31,Washington Nationals,1,0,0,0,0,1,0,.000,.333,.000,.333
2025-04-01,Washington Nationals,1,0,0,0,0,0,1,.000,.286,.000,.286
2025-04-02,Washington Nationals,2,0,0,0,0,0,1,.000,.300,.000,.300
2025-04-04,New York Mets,1,0,0,0,0,0,1,.000,.273,.000,.273
2025-04-06,New York Mets,2,0,0,0,0,0,1,.000,.231,.000,.231
